"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ubb",1.00607352294694e-36,-0.687517596456719,0.98,1,1.86354998655461e-32
"Rps18",1.52435377502718e-36,-0.527308644418357,0.998,1,2.82356049748284e-32
"mt-Co3",3.70780092311308e-34,-0.512403860293875,0.998,0.998,6.86795964988236e-30
"H2-D1",1.45579930560056e-30,0.472038391418315,1,0.998,2.69657705376392e-26
"Rpl13a",3.99710568614282e-27,-0.453646727241106,0.993,0.996,7.40383886244235e-23
"Hspa1b",3.01090672176395e-26,-1.2341043972988,0.395,0.614,5.57710252072337e-22
"Gm11361",3.8132794573408e-24,3.10765348684271,0.213,0.024,7.06333753883236e-20
"Tpt1",2.84665444732587e-23,-0.284658786993658,1,1,5.27285803278171e-19
"Gm10260",5.44325374454703e-20,6.55184639390739,0.139,0,1.00825389110245e-15
"mt-Co1",1.65535853527771e-19,-0.319276398986175,1,1,3.06622061489491e-15
"H2-Q7",1.77895473207933e-19,-0.54906861639215,0.812,0.895,3.29515785023055e-15
"Hspa1a",5.7175363685174e-19,-1.05062965227188,0.451,0.629,1.05905926154048e-14
"Rpl12",1.12607320450323e-15,-0.341134204871391,0.998,1,2.08582539670134e-11
"mt-Co2",1.65223328421074e-15,-0.292392232053257,1,0.998,3.06043171234356e-11
"Rpl10",1.15461233859956e-14,-0.453431177214488,0.865,0.926,2.13868843478796e-10
"Stk17b",2.59676929199033e-14,0.467768948172761,0.903,0.796,4.8099957595537e-10
"Rpl17",4.47744236315199e-14,-0.271306324394096,0.998,0.994,8.29356648926644e-10
"Hsp90aa1",8.57847683731043e-13,-0.661905825686614,0.837,0.893,1.58899126457501e-08
"Ubc",1.50614280910159e-12,-0.641097004645565,0.77,0.846,2.78982832529887e-08
"Rpl9",6.17878147581899e-12,-0.225110014459962,1,1,1.14449569276595e-07
"mt-Atp6",1.65043736925522e-11,-0.251444899173894,1,1,3.05710513907144e-07
"Btg1",2.20245967253839e-11,0.336171559763081,0.986,0.965,4.07961605144287e-07
"H2-Q6",6.13390953044134e-11,-0.689928892554601,0.299,0.456,1.13618406232365e-06
"Rpl7",6.2409862374493e-11,-0.270832288045102,0.983,0.991,1.15601788076273e-06
"Rpl6",6.52155067598173e-11,-0.285767503149223,0.977,0.996,1.2079868317121e-06
"Rpl35",8.15435646691499e-11,-0.518287092962562,0.578,0.699,1.51043144836666e-06
