"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"H2-D1",5.19081661211463e-18,0.669659830032889,1,0.994,9.61494961061993e-14
"Gm11361",1.33441787188017e-15,3.86197817373294,0.384,0.031,2.47174222408363e-11
"Gm10260",9.66348859206964e-14,5.81532808043412,0.291,0,1.78996799190906e-09
"Rps18",9.07497509929931e-13,-0.527138388939708,1,1,1.68095763764321e-08
"mt-Co3",1.23052864394812e-12,-0.501018932250895,1,1,2.2793082071851e-08
"mt-Co2",1.35977054051821e-10,-0.432000071303363,1,1,2.51870297220188e-06
"Rps21",4.25853546102208e-10,0.418199819407132,1,1,7.88808523445119e-06
"H2-Eb1",1.66328492312067e-09,-0.614455940269193,0.961,0.957,3.08090266309642e-05
"Tpt1",4.64988456281908e-09,-0.257624308672592,1,1,8.61298117570979e-05
"Ubb",1.31539468932696e-08,-0.531732708626996,0.966,0.988,0.000243650558304032
"mt-Cytb",2.22520038913406e-08,-0.443976631956534,1,0.994,0.000412173868079302
"mt-Nd1",2.24618623418642e-08,-0.591717075355209,0.946,0.963,0.00041606107615835
"Il5ra",2.64533393114211e-08,-1.94795069198849,0.167,0.41,0.000489995204065453
"mt-Atp6",2.90351486343794e-08,-0.356912401491306,1,1,0.00053781805815461
"mt-Co1",3.91075699691477e-08,-0.336939031049075,1,1,0.000724389518538523
"Atf3",7.00816133911245e-08,-1.52308060309446,0.099,0.329,0.0012981217248438
"Gm30382",7.01917666000505e-08,-2.22423612132014,0.044,0.236,0.00130016209273273
"Bank1",9.31120378182796e-08,0.594840569636654,0.97,0.938,0.00172471427650799
"Dnase1l3",1.62280298112975e-07,-2.44133424298707,0.054,0.242,0.00300591796194664
"Asph",2.71010267884439e-07,-2.05770969633969,0.148,0.373,0.00501992319202346
"Cd9",3.1796418422793e-07,-1.90270279864509,0.103,0.311,0.00588965058445394
"Cd52",3.20657187615305e-07,0.584585979447419,1,0.975,0.0059395330861983
"Ptprc",3.60992839989222e-07,0.576630038019692,0.961,0.857,0.00668667037512036
"Jund",4.44629900839889e-07,-0.720327759859743,0.897,0.981,0.00823587965325726
"Bcl11a",5.30052246959331e-07,1.18229516067832,0.616,0.416,0.00981815777042769
"Cebpb",5.93502963042371e-07,-0.904508263310185,0.222,0.466,0.0109934553844338
"Ralgps2",6.27950255304854e-07,0.929823148366541,0.783,0.609,0.0116315225790118
"Camk1d",7.37339818209463e-07,0.744853730587849,0.837,0.627,0.0136577454526939
"Cmss1",1.63411495073497e-06,-0.708036610969422,0.675,0.826,0.0302687112324639
"Plac8",1.80229440468224e-06,-0.778162122059907,0.729,0.876,0.0333838992579292
"Sox5",1.86237079710216e-06,-1.20408717072288,0.296,0.516,0.0344966942747233
"Gm47957",1.89609479556874e-06,-2.19691551532062,0.044,0.205,0.0351213638983198
"Cacna1s",1.93445880990383e-06,-2.33441903907056,0.034,0.186,0.0358319805358486
"Inpp5f",2.26257286413233e-06,1.92039485995827,0.32,0.118,0.0419096371623231
"Rasgrp3",2.27382569052757e-06,1.15284678776346,0.522,0.298,0.0421180732656422
"Dock10",2.40097405783948e-06,0.492958186418859,0.872,0.72,0.0444732424733606
"Uty",2.82118928350826e-06,-2.08444078606221,0.02,0.155,0.0522568890984234
"Bach2",3.31435492337144e-06,0.645075305494799,0.867,0.733,0.0613917962456093
"Elmo1",3.8138295876843e-06,0.711454009213807,0.882,0.739,0.0706435654526764
"Ctla4",3.87293007101593e-06,-1.76002578005959,0.143,0.335,0.071738283705428
"Itpr1",4.69179973118296e-06,0.865395534290679,0.645,0.429,0.086906206420702
"Il6st",4.88320563121594e-06,-1.59465481155168,0.143,0.342,0.0904516179070129
"Ankrd9",5.45554716628201e-06,-3.65634713395792,0.005,0.112,0.101053100161042
"Junb",6.65684997390082e-06,-0.686837501179643,0.552,0.789,0.123304832066565
"Grb2",6.70905015306711e-06,0.638487300047166,0.808,0.634,0.124271735985262
"Ier2",7.09789744477637e-06,-0.928098756892824,0.32,0.54,0.131474354369593
"H3f3b",7.21506499978175e-06,-0.443637920265041,0.985,1,0.133644648990957
"Fosb",8.25122516880481e-06,-1.2088881569867,0.291,0.509,0.152837443801771
"Chst3",8.58253506474559e-06,1.02598320363144,0.433,0.211,0.158974297004282
"Rbm47",8.60291407076532e-06,-1.67274157220859,0.217,0.404,0.159351777332786
"Eif1",8.95138694413435e-06,-0.413620870098946,0.97,1,0.165806540366201
"Rpl9",9.95364536585623e-06,-0.256931756902586,1,1,0.184371373111755
"Tnfrsf1b",1.04162099299316e-05,-1.44689376832897,0.133,0.323,0.192939456532123
"Cr2",1.09216458513307e-05,2.51357786748439,0.207,0.05,0.202301646104198
"March1",1.42121248528918e-05,0.850795833396348,0.621,0.429,0.263251188650115
"Zcwpw1",1.43762874739897e-05,-1.23008237925582,0.064,0.224,0.266291972880711
"Pag1",1.50069707154254e-05,1,0.596,0.416,0.277974118561825
"Nfatc1",1.52429435967565e-05,-0.990464637853198,0.389,0.584,0.28234504424272
"Fbxl17",1.57487560932707e-05,0.867823682644482,0.576,0.342,0.291714209115653
"Sesn3",1.68416226325552e-05,0.940203341038446,0.483,0.273,0.311957376022821
"Ablim1",1.71638960882362e-05,0.591977870889443,0.749,0.547,0.317926847242399
"Sema4d",1.76332796177197e-05,0.887973382265889,0.498,0.267,0.326621238359023
"Odc1",2.34606441881018e-05,-1.27525696660242,0.31,0.491,0.43456151229621
"Wdfy4",2.61381019705608e-05,0.681348276787757,0.714,0.547,0.484156062800698
"Rpl36",3.54934958405229e-05,0.315601559715669,1,0.994,0.657446023454005
"Rpl35a",3.61576262933673e-05,0.248861018263551,1,1,0.669747711832043
"Arhgap15",3.75656289939303e-05,0.369862745364927,0.98,0.963,0.695828145854571
"Stk10",3.84056373265475e-05,1.0395558035864,0.409,0.211,0.711387620199639
"Rpl10",3.85744491768896e-05,-0.38119126210173,0.946,0.969,0.714514522103527
"1810046K07Rik",4.04971055295197e-05,-2.19691551532062,0.03,0.149,0.750127885723294
"Rpl13a",4.05083167337807e-05,-0.32822986166376,1,0.994,0.750335550859819
"Plcg2",4.0596106193803e-05,0.871165094579335,0.626,0.472,0.751961675027813
"Atp2b1",4.08472783879591e-05,-0.638930080880512,0.734,0.82,0.756614137580166
"Actr3",4.52518562473114e-05,0.450842112136428,0.892,0.826,0.838200133268948
"Gm42047",4.57530723325639e-05,-3.27301849440642,0.01,0.106,0.84748415881608
"Ciita",5.1897477406573e-05,0.928615366763235,0.463,0.248,0.961296974001952
"Lcp1",5.73778403543781e-05,0.637322700887927,0.788,0.665,1
"Btg2",5.8447853307019e-05,-0.769540784392735,0.665,0.795,1
"Actn1",6.21487733000412e-05,-2.16038963929551,0.039,0.161,1
"Inpp5a",6.43816229100849e-05,-1.07138463323677,0.217,0.398,1
"Scd1",6.80071006534545e-05,0.60104070873473,0.635,0.435,1
"Atrx",6.86836846584021e-05,0.775205452103939,0.631,0.453,1
"Lrch1",7.47924454984028e-05,0.808734733576113,0.65,0.46,1
"Rbm3",7.79111269115821e-05,-0.607939952092845,0.695,0.801,1
"Ccr6",7.87729751861268e-05,1.38994651831601,0.286,0.118,1
"Klf4",8.3036501301439e-05,-1.33441903907056,0.128,0.292,1
"Arhgef18",9.42675430283569e-05,0.770214502120034,0.567,0.366,1
"Mbnl1",0.00010321480952806,0.454076855735729,0.936,0.888,1
"Lnpep",0.00010969555382557,0.665580960929441,0.685,0.528,1
"Washc4",0.000114099521673817,0.803084484679376,0.537,0.348,1
"Ikzf3",0.000120725023088151,0.674760387703836,0.783,0.646,1
"Ms4a1",0.000123996463075699,0.534247204419712,0.887,0.795,1
"Pim1",0.000127791199594574,-0.592328412726486,0.478,0.652,1
"Gm26740",0.000136387626059064,0.568025651506767,0.793,0.677,1
"Tnfaip8",0.000141995151376291,0.799673856516724,0.645,0.478,1
"Tmsb4x",0.000143195898046579,0.180457104263456,0.995,1,1
"Gm26532",0.00014323794415293,-1.60743753347698,0.074,0.211,1
"Tbc1d23",0.000143554043445177,-1.10700854296749,0.197,0.366,1
"CAAA01118383.1",0.000146268314505355,-1.28550943858961,0.118,0.273,1
"Creb3l2",0.000161813659331256,-2.59075879233034,0.034,0.143,1
"Tbc1d1",0.000171083572849024,0.781058178349377,0.557,0.373,1
"Fam49b",0.000173115073513924,0.516080374687561,0.828,0.77,1
"Cd22",0.000174662497490697,0.908852111941804,0.463,0.286,1
"Dock11",0.000174827539785101,0.665580960929441,0.635,0.441,1
"Dmxl1",0.000175849405561557,0.977858885783084,0.645,0.484,1
"Ebf1",0.000178829971783366,0.351389875002062,0.966,0.969,1
"Ltb",0.000180604616940218,0.549681841169639,0.793,0.665,1
"Ftl1",0.000182859536505873,-0.656970193799559,0.862,0.901,1
"Adam19",0.000193194634180762,1.34839078504874,0.251,0.099,1
"Ppp1r21",0.000194606894976976,1.08061846020828,0.355,0.18,1
"Gimap8",0.000205705521053525,0.884004480062943,0.433,0.242,1
"Akap11",0.00020864470045199,1.83550596237175,0.148,0.031,1
"Slc44a2",0.000211714153606346,0.993635158613645,0.394,0.217,1
"Rpl35",0.000216227616059935,-0.407637035715711,0.872,0.901,1
