"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"mt-Co3",8.85648843745112e-72,-0.553629336375538,1,0.999,1.64048735326907e-67
"Gm11361",1.07385790425848e-64,3.43083589642613,0.4,0.044,1.98910699605799e-60
"H2-D1",1.45888374802637e-63,0.553240505662951,0.999,0.999,2.70229036646924e-59
"Gm10260",3.88158596285312e-51,7.86398551993838,0.264,0,7.18986167899283e-47
"Rps18",6.93762431555068e-50,-0.468034149495757,1,1,1.28505615196945e-45
"Ubb",1.70944384521386e-36,-0.566114090661665,0.975,0.993,3.16640283448963e-32
"mt-Co2",9.98534895586872e-32,-0.334145041751354,0.999,0.999,1.84958618709556e-27
"Rpl10",2.54394961491937e-30,-0.503418265577055,0.926,0.953,4.71215787171515e-26
"Rpl13a",1.41752577021262e-27,-0.388740321817672,0.992,0.997,2.62568298416483e-23
"mt-Nd1",1.47113096122118e-27,-0.550619346878755,0.898,0.95,2.72497587947e-23
"Cmss1",1.8677843081563e-27,-0.727885077051136,0.733,0.85,3.45969687399791e-23
"mt-Co1",3.70973460199477e-26,-0.294462473822092,1,0.999,6.87154140327492e-22
"mt-Atp6",1.5827104405439e-25,-0.256316104616147,1,0.999,2.93165454901946e-21
"Rpl36",1.3070391406829e-23,0.308209902027481,1,0.999,2.42102860028694e-19
"Rpl35",2.09278312091894e-23,-0.537145752256607,0.831,0.903,3.87646217487815e-19
"Xist",6.68159648636025e-23,0.731281588383052,0.643,0.391,1.23763211716851e-18
"mt-Cytb",1.99346847582944e-20,-0.383114181242593,0.98,0.988,3.69250165777888e-16
"Rpl39",8.0895710262771e-20,0.261668141972109,1,1,1.49843124119731e-15
"Rpl12",2.27352559544095e-18,-0.293112001188744,0.999,0.999,4.21125146043527e-14
"Tpt1",2.56880981702369e-18,-0.181791937142295,1,1,4.75820642407299e-14
"H2-Q7",5.58263142686104e-18,-0.431470363587796,0.894,0.936,1.03407081919747e-13
"Rbm3",2.19408358937902e-15,-0.508057487276697,0.701,0.793,4.06410103260676e-11
"Plin2",9.10131713046887e-15,2.68960462685902,0.22,0.087,1.68583697207675e-10
"Rpl37a",4.91729550604329e-14,0.220330983328505,1,1,9.10830646584398e-10
"Rpl37",9.52929134661255e-14,0.231245986953502,0.999,1,1.76511063613304e-09
"Rpl5",2.84918410383742e-13,-0.34215843972356,0.874,0.918,5.27754371553806e-09
"Btg1",8.37057190090079e-13,0.346457376455477,0.961,0.926,1.55048103320385e-08
"Clca3a1",3.10640965579973e-12,5.64028926205508,0.065,0,5.75400260543784e-08
"St6galnac3",3.52105098153844e-12,1.33832436690674,0.594,0.494,6.52204273310366e-08
"Rps21",4.39347891978399e-12,0.188283222363261,0.999,1,8.13804100311588e-08
"H2-Q6",1.01310038471909e-11,-0.66349148612202,0.446,0.573,1.87656584261517e-07
"Ifitm2",1.82701906958665e-11,-1.70241047541432,0.047,0.135,3.38418742259535e-07
"Uba52",2.52444570961462e-11,0.677932784391139,0.459,0.311,4.67603078791915e-07
