"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"mt-Co3",1.87122095226521e-63,-0.627201036833866,0.998,1,3.46606256988086e-59
"mt-Co2",4.09772918185844e-38,-0.374729846837694,1,1,7.59022376355639e-34
"Gm11361",6.2835319799266e-35,3.40469459836972,0.261,0.025,1.1638986286418e-30
"mt-Co1",8.28786689852933e-34,-0.360219057976687,0.998,1,1.53516158561459e-29
"Plin2",1.42421164770789e-33,1.51083582826491,0.876,0.802,2.63806723504932e-29
"H2-T23",8.61248339026628e-29,-1.08303114428888,0.494,0.735,1.59529029837902e-24
"H2-D1",2.75732006035145e-28,0.497691176992797,0.998,0.999,5.107383947789e-24
"Gm10260",4.17345043365766e-28,6.96935753748035,0.163,0,7.73048223826408e-24
"Hspa1b",8.75687184068936e-23,-1.09145238447621,0.494,0.714,1.62203537105089e-18
"Rpl10",1.09223889507339e-22,-0.477564525369583,0.949,0.984,2.02315410534444e-18
"Rps18",5.47844484808883e-22,-0.439811381918554,0.988,0.999,1.01477233921149e-17
"Hspa1a",1.29146693364306e-21,-0.90108533671403,0.653,0.817,2.39218420118704e-17
"mt-Atp6",1.43756736138659e-21,-0.315107318577898,0.998,1,2.66280602349638e-17
"Cd44",3.27082590169392e-21,0.557165582507222,0.977,0.949,6.05855081770765e-17
"Ubb",2.93650658772332e-18,-0.604916798273799,0.907,0.949,5.4392911524399e-14
"Isg15",8.97246283065053e-18,-0.894145930796703,0.559,0.743,1.6619692901214e-13
"mt-Cytb",4.11992362298211e-17,-0.405456445882791,0.963,0.991,7.63133452684976e-13
"Ucp2",9.48914683660162e-17,0.520995810800809,0.949,0.872,1.75767466854372e-12
"Gda",1.30997996445227e-16,0.493928325126865,0.979,0.933,2.42647588815495e-12
"Rpl35a",3.79184716432116e-16,0.249988494013667,1,1,7.02363850247209e-12
"Pdk4",6.55009614286135e-16,7.2114323246785,0.091,0,1.21327430854221e-11
"Cmss1",8.06677780075233e-16,-0.702931140346596,0.618,0.791,1.49420925203335e-11
"Tpt1",1.88945817196537e-15,-0.190681184730518,1,1,3.49984337193145e-11
"mt-Nd1",3.96637627678076e-15,-0.447567969378611,0.884,0.951,7.34691877748099e-11
"Rpl36",4.41415284957626e-15,0.375753813052278,0.989,0.972,8.17633532327011e-11
"Rpl37a",1.26320022314083e-13,0.262661189199465,1,0.997,2.33982577332377e-09
"Trim30a",3.15100655926611e-13,-0.475967438123189,0.746,0.871,5.83660944972861e-09
"Cytip",6.70652257980497e-13,0.500243365445711,0.909,0.865,1.24224917745727e-08
"Npc2",1.84967087677682e-12,-0.343554000644225,0.975,0.981,3.42614536505371e-08
"Abhd12",2.84657815976074e-12,1.19091530733798,0.37,0.203,5.27271672532483e-08
"Pla2g7",5.01368990938198e-12,0.712257576902188,0.722,0.57,9.28685781914823e-08
"Ifit3",5.1920954426635e-12,-1.04600445859936,0.224,0.397,9.6173183884456e-08
"Ifitm3",7.08634144453213e-12,-0.244312947276433,1,1,1.31260302577069e-07
"Plac8",8.33373554174299e-12,-0.271083470390355,0.996,0.993,1.54365783439705e-07
"Gpcpd1",9.35671263044217e-12,0.73563947390703,0.729,0.58,1.7331438805368e-07
"Xist",1.29170475675287e-11,-0.593665459055229,0.497,0.688,2.39262472093335e-07
"Rps26",1.61562351172507e-11,0.294628556799427,0.995,0.977,2.99261943076835e-07
"Ifit2",1.64038657153741e-11,-1.19370913845785,0.229,0.403,3.03848804645875e-07
"Shtn1",2.36363440187624e-11,1.36491963921661,0.285,0.138,4.37816000259537e-07
"Rps21",2.891919129751e-11,0.281794688575445,0.993,0.98,5.35670180403777e-07
"Rpl41",3.16576588653943e-11,0.241732990013025,0.996,1,5.86394815163699e-07
"Rpl37",3.24807323975396e-11,0.27090527665989,0.993,0.993,6.01640606199625e-07
"Ms4a4c",4.58470452091356e-11,-0.448824674478823,0.853,0.911,8.49224818408819e-07
"Cbfa2t3",9.89208836956213e-11,1.16756857541641,0.371,0.217,1.83231152869399e-06
"Eno1",1.16497863204342e-10,-0.708272297752659,0.345,0.517,2.15788992013402e-06
"Gpx1",1.37930169530325e-10,0.376082617277477,0.953,0.926,2.5548805302102e-06
"Sgms1",1.4335330046652e-10,0.632252848392409,0.653,0.507,2.65533318454135e-06
"Gab1",1.78241944480303e-10,0.552955829084111,0.665,0.484,3.30157553760866e-06
"Ms4a6d",2.74491894466841e-10,-0.514579481900502,0.73,0.815,5.0844133612093e-06
"Jdp2",3.62057024414218e-10,1.04291414445043,0.371,0.218,6.70638226322456e-06
"Ifi204",4.47431954264379e-10,-0.401406149303853,0.877,0.929,8.28778208883908e-06
"Rnf213",4.82658705022117e-10,-0.44371844546521,0.76,0.874,8.94028719312467e-06
"Ifi206",5.00363238562765e-10,-0.804791866843754,0.294,0.464,9.26822826789809e-06
"Elmo2",5.09288962773527e-10,0.87557539115973,0.382,0.227,9.43355945745404e-06
"Pik3r5",5.63819124214911e-10,0.758665713134442,0.552,0.397,1.04436216378328e-05
"Tm6sf1",8.3336223999677e-10,0.514030317175787,0.744,0.644,1.54363687714602e-05
"Oasl2",1.05779695145512e-09,-0.488647788365655,0.552,0.709,1.95935729318031e-05
"Lpcat3",1.51992324011555e-09,1.24845371677954,0.212,0.092,2.81535381766604e-05
"Il15",1.85857610517543e-09,-0.917678213930336,0.27,0.423,3.44264051961645e-05
"Stat2",2.03721772164893e-09,-0.509172508213154,0.511,0.669,3.77353838581031e-05
"Herc6",2.11291785620766e-09,-0.6767104059659,0.375,0.533,3.91375774505345e-05
"H2-T22",6.05411692156278e-09,-0.85699107795465,0.233,0.376,0.000112140407738107
"Rps27",6.85189075066322e-09,0.23955900279055,0.995,0.993,0.000126917572374535
"Rsad2",7.33349942015538e-09,-0.907020925870741,0.313,0.462,0.000135838409759538
"Stk17b",7.62041438981855e-09,0.530863809398385,0.799,0.727,0.000141152935742609
