"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ubb",3.38030250307064e-45,-0.688601280182412,0.979,0.999,6.26133432643775e-41
"mt-Co3",3.17328337696577e-41,-0.52482202900658,0.999,0.999,5.8778727991537e-37
"Gm10260",2.25707325650502e-38,6.87614236228997,0.143,0,4.18077679302425e-34
"Gm11361",3.40445755722814e-37,3.28130961754476,0.209,0.021,6.30607673325369e-33
"H2-D1",8.83983408187171e-34,0.452628262035293,1,0.999,1.6374024669851e-29
"Hspa1b",1.51441686195856e-33,-1.20968388550003,0.403,0.611,2.80515435340584e-29
"Rps18",2.52759165531968e-33,-0.475805148840443,0.999,0.999,4.68185802314864e-29
"Rpl13a",5.40584207424351e-26,-0.419691058723243,0.992,0.997,1.00132412741213e-21
"Hspa1a",9.87727256327301e-24,-1.04616469511633,0.451,0.62,1.82956719689506e-19
"H2-Q7",2.55323802133943e-22,-0.54122957679314,0.817,0.9,4.72936278692702e-18
"mt-Co2",5.12416842554697e-21,-0.329900519151645,1,0.999,9.49149717464065e-17
"Tpt1",2.3406269780085e-20,-0.259049040701577,1,1,4.33554335136514e-16
"Hsp90aa1",4.0704656949747e-19,-0.715550185035809,0.834,0.888,7.53972360680164e-15
"mt-Co1",7.87108869501442e-19,-0.307098626769506,1,1,1.45796175897752e-14
"Ubc",1.33377623040658e-18,-0.664202880373873,0.778,0.86,2.47055371158212e-14
"Rpl10",5.30048559743134e-18,-0.459503301066849,0.869,0.927,9.81808947212207e-14
"Stk17b",4.20706246297775e-16,0.4681360723482,0.899,0.805,7.79274180017369e-12
"Cmss1",5.1825910908302e-15,-0.545670843321199,0.676,0.751,9.59971347754479e-11
"Rpl12",9.60025415947882e-15,-0.309289675581734,0.997,1,1.77825507796026e-10
"Clca3a1",5.45369039500054e-13,5.00167324437383,0.047,0,1.01018707186595e-08
"Btg1",5.52431546227655e-13,0.329194216017684,0.982,0.955,1.02326895307749e-08
"H2-Q6",1.88904751306201e-12,-0.736084821683154,0.312,0.471,3.49908270844476e-08
"Rpl35",6.37719390631948e-12,-0.498571122214984,0.58,0.702,1.18124762726756e-07
"Rpl17",2.04379981674626e-11,-0.23214170786374,0.999,0.996,3.7857304005591e-07
"Dusp5",6.93330762667942e-11,0.75480158114829,0.484,0.37,1.28425657168983e-06
"mt-Atp6",1.56276378657191e-10,-0.233016683550644,1,1,2.89470736186715e-06
"Igkc",2.30967270625652e-10,1.61196703505161,0.129,0.042,4.27820675379895e-06
"Hsph1",4.19775752369426e-10,-0.672724339929269,0.422,0.498,7.77550626113888e-06
"mt-Nd1",7.79093505600308e-10,-0.403557497208092,0.771,0.832,1.44311490042345e-05
"Rpl5",9.94341733095147e-10,-0.381597796812924,0.767,0.835,1.84181919221214e-05
"Gm15987",1.36954841534202e-09,-1.59227803957458,0.057,0.131,2.53681452973803e-05
"Kat2b",4.65898784445426e-09,0.652937745024671,0.399,0.265,8.62984318428263e-05
"Rpl7",4.93417773336362e-09,-0.234107605668098,0.981,0.99,9.13957741550944e-05
"Jund",1.78795431568731e-08,-0.382199412491536,0.952,0.964,0.000331182777894761
"Jun",1.92508574913029e-08,-0.505742586569468,0.419,0.554,0.000356583633311404
"mt-Cytb",1.93512774737529e-08,-0.330410329938756,0.966,0.985,0.000358443712646325
"Hsp90ab1",3.66434763513636e-08,-0.299179736304676,0.973,0.981,0.000678747112456309
"Dennd4a",4.10890821721947e-08,0.30221453607485,0.891,0.933,0.000761093069075563
"Rpl36",4.42807053877835e-08,0.215774572374324,0.997,0.996,0.000820211505897913
"Itk",5.42122841134527e-08,0.394510618642841,0.873,0.817,0.00100417413863348
"Rpl6",6.20133053265374e-08,-0.24631759655219,0.976,0.99,0.00114867245456345
"H3f3b",8.7092872699086e-08,0.265570957909885,0.995,0.985,0.00161322128100517
"H2-T23",8.71634137463339e-08,-0.520179212492686,0.362,0.487,0.00161452791282334
"Slc9a9",9.88633729214797e-08,0.459372969517277,0.637,0.559,0.00183124625662457
"Rpl9",1.20782752434152e-07,-0.178683154974122,1,1,0.0022372589233378
"Ptpn22",1.24742820312035e-07,0.367168613366541,0.859,0.838,0.00231061126063983
"Gm8909",1.88906051761199e-07,4.11715046179377,0.025,0,0.00349910679677269
"Rpl11",3.34945572539773e-07,-0.187433170272101,0.999,1,0.00620419684015422
"Tmem176b",4.65270107161735e-07,-0.710930267578593,0.235,0.32,0.00861819819495682
"Gramd3",4.72195855869694e-07,0.457499260812647,0.659,0.568,0.00874648383827434
"Ftl1",5.67028572084904e-07,-0.322842645002686,0.785,0.849,0.0105030702407287
"Actb",5.69722717980118e-07,0.190206842309593,0.999,1,0.0105529739051457
"Ssh2",1.02542234745083e-06,0.312139480204462,0.774,0.677,0.0189938981418316
"Ptprc",1.12911449561419e-06,0.238254108589246,0.978,0.952,0.0209145878022617
"Slc15a2",1.21167337434957e-06,1.61390261086398,0.091,0.033,0.022443825913077
"Rps9",1.23261786960998e-06,-0.169368669215606,0.999,1,0.0228317807987857
"Sh3kbp1",1.3490613495043e-06,0.372670182693465,0.694,0.604,0.0249886633768681
"Fyb",1.6960167014894e-06,0.299716944440588,0.812,0.742,0.0314153173616882
"Ifitm3",1.71243199272284e-06,-0.637556308137596,0.33,0.432,0.0317193778012051
"Arhgap15",1.80389106489502e-06,0.21081031806483,0.991,0.981,0.0334134741950504
"Hspa8",2.03718823196088e-06,-0.265323752426309,0.981,0.988,0.0377348376206113
"Pde7a",2.19534161494825e-06,0.405721054145116,0.672,0.581,0.0406643127336865
"Slfn4",2.2049387227325e-06,-2.16825175706848,0.007,0.039,0.0408420799611741
"Trdc",2.33290771433904e-06,-1.14911476996025,0.078,0.145,0.0432124495927019
"S1pr1",2.69971753428813e-06,0.642914778939143,0.355,0.252,0.0500068678876191
"Ms4a4c",2.97228962790045e-06,-0.901798641007223,0.139,0.203,0.0550557207776001
"Nr3c1",3.1054221737504e-06,0.362512069134018,0.8,0.732,0.0575217349243786
"Gapdh",3.82068094728013e-06,-0.29236181717528,0.773,0.845,0.0707704731864698
"H2-T22",4.10003764266608e-06,-0.516462078303499,0.259,0.365,0.0759449972551039
"Rps21",4.19853395266348e-06,0.173089296404309,0.999,0.997,0.0777694444051857
"S100a4",4.81582059864242e-06,-0.357165420780676,0.631,0.732,0.0892034449486535
"Rpl23a",4.8496963335961e-06,-0.186063033184941,0.84,0.909,0.0898309251872005
"Lgals1",5.65453584977697e-06,-0.377744950296668,0.649,0.718,0.104738967545419
"Icos",6.30665409960996e-06,0.424234594034488,0.687,0.608,0.116818153887075
"Rpl37",6.48967788029549e-06,0.178603278964335,0.998,0.994,0.120208303376713
"Rpl13",7.26922492489254e-06,-0.135514779438953,1,1,0.134647853283784
