"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1",2.99805990075112e-34,4.6218481858347,0.01,0,5.55330635416131e-30,"0","Kctd19"
"2",0,4.46798163547958,0.537,0.045,0,"0","Cacna1d"
"3",8.11536419128208e-97,4.4557448953448,0.034,0.002,1.50320890915118e-92,"0","Lhx2"
"4",0,4.37533210839096,0.124,0.008,0,"0","Nos2"
"5",8.05199783364613e-153,4.29415035213561,0.055,0.003,1.49147155872627e-148,"0","Uaca"
"6",0,3.95336410907555,0.496,0.044,0,"0","Slc7a8"
"7",4.16309693119821e-71,3.83353571166827,0.031,0.003,7.71130444565844e-67,"0","Slc7a2"
"8",0,3.81690716509683,0.201,0.016,0,"0","Rhov"
"9",4.56327689847925e-175,3.75891300043092,0.071,0.005,8.45255779905312e-171,"0","Flrt2"
"10",1.52908084603781e-265,3.71964199978266,0.118,0.01,2.83231645111584e-261,"0","Nt5dc2"
"11",1.3876359003415e-288,3.64482342557376,0.14,0.015,2.57031797820256e-284,"0","Arg1"
"12",5.42190271280612e-203,3.61648072533245,0.089,0.008,1.00429903949308e-198,"0","Prm1"
"13",7.02569361126678e-92,3.58816505957841,0.039,0.003,1.30136922761494e-87,"0","Ddx4"
"14",5.81426405069582e-169,3.58328833930366,0.088,0.01,1.07697613011039e-164,"0","Sdc1"
"15",0,3.57988291639176,0.592,0.077,0,"0","Ccl2"
"16",0,3.53699258415608,0.151,0.015,0,"0","Rhou"
"17",0,3.535123373171,0.635,0.069,0,"0","Msr1"
"18",0,3.5230497095614,0.252,0.025,0,"0","Dmkn"
"19",0,3.52212503972932,0.25,0.027,0,"0","Met"
"20",3.39398757349871e-132,3.46242762082717,0.061,0.006,6.28668318239166e-128,"0","9630028H03Rik"
"21",0,3.45806915970277,0.419,0.046,0,"0","Cfb"
"22",0,3.41224879105021,0.429,0.043,0,"0","C3ar1"
"23",0,3.4104823564252,0.877,0.13,0,"0","Fcgr1"
"24",0,3.40163013573259,0.168,0.016,0,"0","Tfec"
"25",3.69268782543748e-75,3.37458109585922,0.036,0.003,6.83996565905784e-71,"0","Cd276"
"26",1.09648567862688e-293,3.35227093413413,0.145,0.016,2.03102042252058e-289,"0","Il27"
"27",6.42084947981448e-135,3.34152956964047,0.08,0.011,1.18933394914604e-130,"0","Pdpn"
"28",7.59849812425272e-132,3.34131172214427,0.062,0.006,1.40746980755533e-127,"0","4930545L23Rik"
"29",0,3.33219365807032,0.51,0.058,0,"0","F10"
"30",6.3989374147096e-105,3.3293285621033,0.071,0.012,1.18527517732666e-100,"0","Gpnmb"
"31",1.22913003450572e-264,3.32848924314411,0.132,0.014,2.27671756291495e-260,"0","Gm17268"
"32",0,3.31436231239455,0.491,0.052,0,"0","Chil3"
"33",8.27269061311687e-125,3.31179844190125,0.059,0.006,1.53235048226764e-120,"0","Ankrd66"
"34",0,3.2835095762193,0.446,0.083,0,"0","Hmox1"
"35",0,3.26122672147686,0.227,0.024,0,"0","Ccl12"
"36",0,3.25111391317269,0.229,0.027,0,"0","Ms4a8a"
"37",0,3.24472310285193,0.901,0.18,0,"0","Ms4a6d"
"38",1.50090992197911e-77,3.21686435121978,0.039,0.004,2.78013544848191e-73,"0","F7"
"39",0,3.21145838432495,0.616,0.15,0,"0","Cxcl10"
"40",1.25999310855419e-58,3.21038614077968,0.03,0.003,2.33388523497493e-54,"0","Ptges"
"41",2.9295389872811e-216,3.19698525669978,0.112,0.013,5.42638506614078e-212,"0","Stab1"
"42",0,3.18904477548641,0.535,0.072,0,"0","Gab1"
"43",0,3.1865302069625,0.19,0.022,0,"0","G530011O06Rik"
"44",8.92838188174003e-131,3.18361158854855,0.079,0.011,1.65380417595471e-126,"0","Selenbp1"
"45",0,3.18092553320516,0.264,0.033,0,"0","Sash1"
"46",1.0294042086877e-101,3.16662159644016,0.052,0.006,1.90676541575223e-97,"0","A630012P03Rik"
"47",0,3.16567347909782,0.778,0.099,0,"0","Plcb1"
"48",0,3.15976197079733,0.772,0.105,0,"0","Mafb"
"49",0,3.15242928247639,0.667,0.076,0,"0","Vcan"
"50",8.02809070903315e-113,3.13371207140647,0.059,0.007,1.48704324203421e-108,"0","Scarf1"
"51",0,3.12265980332983,0.245,0.031,0,"0","Mmp14"
"52",0,3.12256884837299,0.415,0.055,0,"0","Adap2"
"53",2.17711952397195e-111,3.09133346913592,0.058,0.007,4.03267849425325e-107,"0","Rusc2"
"54",3.49443533924898e-92,3.09133346913592,0.05,0.006,6.47274257889089e-88,"0","Gm47507"
"55",0,3.08967506263321,0.855,0.159,0,"0","Thbs1"
"56",1.85517709553169e-125,3.08463881656191,0.065,0.007,3.43634453405335e-121,"0","Sectm1a"
"57",0,3.07972684948794,0.172,0.021,0,"0","Adap2os"
"58",4.52697185614759e-22,3.05385876371726,0.011,0.001,8.38530996914218e-18,"0","Cgnl1"
"59",0,3.05146008640384,0.227,0.029,0,"0","Plekhg1"
"60",0,3.04305676844178,0.51,0.082,0,"0","Rin2"
"61",4.29321389920204e-156,3.04242386865497,0.086,0.011,7.95232010549193e-152,"0","Tlr5"
"62",3.20541887914331e-221,3.03060312160273,0.134,0.019,5.93739738983715e-217,"0","Tnfaip6"
"63",5.11425607108774e-302,3.02527906546556,0.166,0.021,9.47313652047582e-298,"0","Tlr8"
"64",0,3.02274920252584,0.235,0.03,0,"0","Cmklr1"
"65",0,3.02048000400452,0.868,0.177,0,"0","Pde7b"
"66",0,3.01604189442874,0.7,0.107,0,"0","Ifi205"
"67",0,3.00981489166628,0.509,0.072,0,"0","Il18"
"68",0,3.0068209889703,0.88,0.161,0,"0","Tgfbi"
"69",1.16565371362791e-201,2.99759175935998,0.117,0.016,2.15914037375298e-197,"0","Lpar1"
"70",0,2.99637899564799,0.661,0.107,0,"0","Tgm2"
"71",0,2.99384430382034,0.444,0.077,0,"0","Rgl1"
"72",0,2.99120543464838,0.244,0.03,0,"0","Tarm1"
"73",1.04925316658071e-170,2.98467336115162,0.096,0.012,1.94353164045746e-166,"0","Gm21860"
"74",0,2.96710055838648,0.226,0.035,0,"0","Map3k20"
"75",1.8856981419965e-306,2.9497867577587,0.181,0.025,3.49287866842011e-302,"0","4930430E12Rik"
"76",0,2.9400621510253,0.41,0.058,0,"0","Hk3"
"77",3.65936851547919e-264,2.93746831858971,0.156,0.022,6.7782483012221e-260,"0","Flt1"
"78",0,2.93513132749394,0.383,0.054,0,"0","Mmp19"
"79",4.56786341291859e-298,2.92891217611793,0.175,0.025,8.4610533997491e-294,"0","Ccl7"
"80",0,2.92156305596495,0.499,0.08,0,"0","Phf11d"
"81",0,2.9211919605962,0.745,0.116,0,"0","Klra2"
"82",0,2.91154296019212,0.241,0.035,0,"0","Gm5431"
"83",0,2.90615638383335,0.262,0.033,0,"0","Gm13986"
"84",0,2.90209029049383,0.225,0.031,0,"0","Arhgef37"
"85",7.41419884684311e-235,2.88240207613374,0.139,0.019,1.37333205240075e-230,"0","Serpinb8"
"86",2.19961660672633e-97,2.88188010350697,0.058,0.008,4.07434984063918e-93,"0","Msantd3"
"87",2.66086766609453e-206,2.86699435334557,0.133,0.021,4.9287251779069e-202,"0","Rilpl1"
"88",0,2.85443864239867,0.716,0.137,0,"0","Gpr141"
"89",0,2.84496207003907,0.871,0.161,0,"0","Pid1"
"90",1.53241502457172e-53,2.8426543562792,0.032,0.004,2.8384923500142e-49,"0","Kcnh4"
"91",0,2.8342202947051,0.691,0.11,0,"0","Pla2g7"
"92",6.22888907814019e-231,2.82284463321002,0.143,0.021,1.15377712394391e-226,"0","Aldh1b1"
"93",5.99860793933683e-132,2.79529585373054,0.098,0.018,1.11112214860336e-127,"0","Timp1"
"94",0,2.79220832377281,0.2,0.029,0,"0","Clec5a"
"95",2.94494454069649e-137,2.79162341358979,0.087,0.013,5.45492077273211e-133,"0","F630040K05Rik"
"96",1.24698666924117e-305,2.79070477604901,0.194,0.03,2.30979340743543e-301,"0","Fpr2"
"97",0,2.78992239158907,0.448,0.07,0,"0","Sirpb1c"
"98",3.87384999320799e-221,2.78837287888937,0.133,0.019,7.17553234241916e-217,"0","Cd177"
"99",0,2.78318843285823,0.235,0.042,0,"0","Rnf217"
"100",1.31436440451121e-49,2.77244582856861,0.029,0.004,2.43459718647611e-45,"0","Apoc1"
"101",0,2.76316195615344,0.686,0.166,0,"0","Ier3"
"102",0,2.76053671450418,0.316,0.05,0,"0","Pla2g4a"
"103",0,2.75325264362796,0.39,0.065,0,"0","Tcf7l2"
"104",0,2.74968035727923,0.346,0.058,0,"0","Alas1"
"105",1.55140054517287e-259,2.74041266818833,0.168,0.027,2.87365922982371e-255,"0","Parvb"
"106",4.00608794402558e-51,2.74004331461721,0.032,0.005,7.42047669871857e-47,"0","Gm20125"
"107",5.32915711821931e-28,2.73623851031336,0.023,0.005,9.87119773007763e-24,"0","Saa3"
"108",1.75436609979199e-92,2.73133733341504,0.059,0.009,3.2496123266447e-88,"0","3110021N24Rik"
"109",0,2.72787568812236,0.795,0.158,0,"0","Lgmn"
"110",3.4492994351273e-202,2.72711365253212,0.129,0.02,6.38913734368629e-198,"0","Gm36161"
"111",2.15801512400816e-295,2.72443746434842,0.198,0.033,3.99729141420032e-291,"0","Atg4c"
"112",0,2.71677148634052,0.36,0.064,0,"0","Ms4a4a"
"113",0,2.71560197742397,0.492,0.074,0,"0","F13a1"
"114",0,2.71375816687617,0.405,0.066,0,"0","Mefv"
"115",0,2.71180779154868,0.464,0.079,0,"0","Nupr1"
"116",4.62901606790298e-60,2.70918785141445,0.038,0.006,8.57432646257669e-56,"0","Gm30198"
"117",0,2.70660724049158,0.688,0.203,0,"0","Ifit2"
"118",0,2.70098181642387,0.727,0.144,0,"0","Dock4"
"119",5.80293451771445e-135,2.69948991564731,0.085,0.013,1.07487756071625e-130,"0","Inhba"
"120",0,2.69140113122546,0.829,0.205,0,"0","Ifi211"
"121",9.05663500991318e-76,2.6898171095107,0.047,0.007,1.67756050288622e-71,"0","Il6"
"122",0,2.6806285765224,0.317,0.052,0,"0","Myof"
"123",2.7222328078838e-183,2.68040036818981,0.176,0.043,5.04239183004317e-179,"0","Selenom"
"124",0,2.67939432105343,0.687,0.178,0,"0","Oasl1"
"125",0,2.67936495877579,0.492,0.099,0,"0","Fnip2"
"126",2.36184546038775e-34,2.67883816441953,0.022,0.003,4.37484634627623e-30,"0","Gdf3"
"127",1.61354770790633e-122,2.67859508594666,0.09,0.016,2.98877441935489e-118,"0","Plau"
"128",0,2.67687316331982,0.75,0.231,0,"0","Gbp2"
"129",7.77090654148399e-243,2.67418154605192,0.192,0.038,1.43940501867908e-238,"0","Cxcl9"
"130",1.18750689353995e-71,2.67217986138485,0.049,0.008,2.19961901890405e-67,"0","Igf2bp2"
"131",0,2.66726215799202,0.283,0.05,0,"0","Zeb2os"
"132",8.53611452301286e-264,2.66502661837614,0.183,0.032,1.58114449309767e-259,"0","Itgb5"
"133",0,2.66384877359822,0.447,0.114,0,"0","Cmpk2"
"134",0,2.66302273003649,0.47,0.08,0,"0","Gm21188"
"135",0,2.65478354875325,0.249,0.042,0,"0","Ly6i"
"136",0,2.64636711657502,0.751,0.153,0,"0","Itgam"
"137",6.04129527642833e-65,2.64250765640079,0.049,0.009,1.11902912405282e-60,"0","Lipg"
"138",0,2.64017584527628,0.421,0.094,0,"0","Vegfa"
"139",0,2.6396589457739,0.746,0.12,0,"0","Slfn4"
"140",0,2.63800205003504,0.723,0.157,0,"0","Apobec1"
"141",0,2.63229814085708,0.242,0.044,0,"0","Stx3"
"142",2.88063857951877e-29,2.6218481858347,0.018,0.003,5.33580684084262e-25,"0","Mmp12"
"143",0,2.61713239116828,0.405,0.066,0,"0","C3"
"144",0,2.61019629610643,0.923,0.269,0,"0","Ifi204"
"145",0,2.60575697704092,0.846,0.283,0,"0","Pnp"
"146",0,2.60335816039698,0.527,0.102,0,"0","Fam129b"
"147",0,2.60121915185396,0.569,0.092,0,"0","Fcgr4"
"148",0,2.59777405085584,0.294,0.047,0,"0","Zfyve9"
"149",0,2.59424165755508,0.905,0.21,0,"0","Ifi207"
"150",2.73312138110715e-229,2.58990529333195,0.165,0.029,5.06256073422478e-225,"0","Snx24"
"151",0,2.58579275750137,0.439,0.084,0,"0","Lrrc25"
"152",0,2.58194942165583,0.683,0.142,0,"0","Cd68"
"153",2.05685138246193e-130,2.57107665780258,0.092,0.016,3.80990581573423e-126,"0","Siglec1"
"154",0,2.56956479490196,0.269,0.043,0,"0","Apoc2"
"155",0,2.56951626207036,0.477,0.085,0,"0","Lrp1"
"156",2.71694897025932e-55,2.56431831762404,0.038,0.006,5.03260457761133e-51,"0","Lrp4"
"157",0,2.55958025822498,0.742,0.245,0,"0","Rsad2"
"158",0,2.55841186904287,0.96,0.397,0,"0","Ms4a4c"
"159",6.79249729224025e-84,2.55836560605303,0.062,0.011,1.25817427344166e-79,"0","Gm49662"
"160",0,2.55773935950517,0.23,0.043,0,"0","Slamf8"
"161",0,2.5576479475772,0.49,0.089,0,"0","Clec4a1"
"162",2.00299199731885e-126,2.55478809746547,0.089,0.015,3.71014207663371e-122,"0","Oas1g"
"163",0,2.55109809680936,0.363,0.065,0,"0","Pstpip2"
"164",0,2.53803764469329,0.286,0.052,0,"0","Gpat3"
"165",1.68086869970231e-295,2.5351682327222,0.232,0.047,3.11347309245858e-291,"0","Slc30a1"
"166",7.25629608141609e-12,2.53494012061153,0.01,0.002,1.3440837231607e-07,"0","Spic"
"167",5.77114789119163e-227,2.52904343671642,0.17,0.032,1.06898972388542e-222,"0","Macrod2"
"168",0,2.5282304023785,0.395,0.078,0,"0","Mitf"
"169",3.37756534268065e-307,2.52578728601965,0.354,0.11,6.25626428424738e-303,"0","Ifit1bl1"
"170",5.84560829605747e-175,2.52418224453122,0.122,0.021,1.08278202467873e-170,"0","Ophn1"
"171",6.84189696006153e-78,2.52180100898437,0.056,0.01,1.2673245739122e-73,"0","Nr1h3"
"172",2.49759244159344e-40,2.52147786080497,0.028,0.005,4.62629047956352e-36,"0","1200007C13Rik"
"173",0,2.51637236057226,0.457,0.083,0,"0","Igsf6"
"174",0,2.51445159014781,0.953,0.255,0,"0","Ms4a6c"
"175",0,2.5126709567705,0.65,0.126,0,"0","Aif1"
"176",0,2.50594881916789,0.586,0.143,0,"0","Cndp2"
"177",2.20922166252197e-89,2.50049440207809,0.067,0.012,4.09214128548945e-85,"0","Epb41l1"
"178",3.36625788355393e-57,2.49556421345818,0.042,0.007,6.23531947770695e-53,"0","Gm13713"
"179",0,2.49492743500315,0.747,0.143,0,"0","Fcgr3"
"180",0,2.48793153817581,0.341,0.089,0,"0","Calhm6"
"181",0,2.48210831865585,0.307,0.056,0,"0","Gm5150"
"182",0,2.48001766865808,0.702,0.175,0,"0","Morrbid"
"183",5.23050402297619e-210,2.4780060771614,0.158,0.03,9.68846260175879e-206,"0","Cln8"
"184",0,2.46872619402963,0.352,0.064,0,"0","Bst1"
"185",2.014518523702e-16,2.46393570209437,0.011,0.002,3.73149266145321e-12,"0","Gdf15"
"186",0,2.4590299708611,0.516,0.091,0,"0","Il1rn"
"187",1.59287609294825e-129,2.45771516247065,0.103,0.02,2.95048438696805e-125,"0","Cdc42ep4"
"188",1.45678912652904e-41,2.45087585582306,0.031,0.006,2.69841049906974e-37,"0","Tgm1"
"189",0,2.44730252373856,0.356,0.078,0,"0","Mthfr"
"190",2.15268555671866e-239,2.4426136035265,0.195,0.04,3.98741945670997e-235,"0","Lacc1"
"191",0,2.44151032105263,0.842,0.287,0,"0","Cstb"
"192",0,2.44011412436992,0.587,0.125,0,"0","Hck"
"193",0,2.43833926105183,0.452,0.105,0,"0","Osm"
"194",0,2.4372312681813,0.44,0.103,0,"0","Sdc4"
"195",3.91427048706018e-56,2.43173216752201,0.052,0.012,7.25040322318157e-52,"0","Rassf8"
"196",1.69601378608356e-183,2.4307733495206,0.149,0.03,3.14152633596258e-179,"0","Cnn3"
"197",0,2.42820894565642,0.539,0.1,0,"0","Csf1r"
"198",2.77541736227454e-56,2.42741962701994,0.044,0.009,5.14090558014114e-52,"0","Fhad1"
"199",0,2.42395853746484,0.666,0.121,0,"0","Ccl9"
"200",0,2.42375644036703,0.353,0.069,0,"0","Arhgef10l"
"201",8.74968117487054e-304,2.42222065563035,0.243,0.05,1.62070344402127e-299,"0","Mlkl"
"202",0,2.41704007686991,0.314,0.056,0,"0","Slc11a1"
"203",0,2.41585196052647,0.617,0.13,0,"0","Fcgr2b"
"204",3.37822441717493e-80,2.41163047844435,0.064,0.012,6.25748508793312e-76,"0","C5ar2"
"205",1.32942167833019e-173,2.40958590587988,0.136,0.027,2.46248777477101e-169,"0","Tmem67"
"206",0,2.40944591768142,0.297,0.059,0,"0","Plod3"
"207",2.43205383925171e-49,2.40907376705985,0.039,0.008,4.50489332644595e-45,"0","Gm15726"
"208",0,2.4051675648794,0.523,0.102,0,"0","Il15"
"209",0,2.40052058616372,0.924,0.387,0,"0","Ctsc"
"210",2.28724849423872e-154,2.39674647724027,0.116,0.021,4.23667038587838e-150,"0","Batf2"
"211",2.94946000167937e-195,2.39052993935732,0.155,0.031,5.46328476111069e-191,"0","Gm35154"
"212",0,2.38997913175609,0.718,0.147,0,"0","Emilin2"
"213",2.21172162607604e-170,2.38788500112249,0.134,0.026,4.09677196798065e-166,"0","A530064D06Rik"
"214",0,2.38610995776332,0.354,0.067,0,"0","Clec4a2"
"215",0,2.38513501633456,0.381,0.08,0,"0","Milr1"
"216",0,2.37892065143492,0.422,0.089,0,"0","Sestd1"
"217",4.31889165556265e-281,2.37727618227976,0.218,0.043,7.9998830135987e-277,"0","B430306N03Rik"
"218",0,2.37715947410728,0.394,0.086,0,"0","Rasa4"
"219",0,2.37507259419154,0.263,0.057,0,"0","Sh3pxd2b"
"220",1.63139995471315e-296,2.37297184299757,0.239,0.049,3.02184213611516e-292,"0","Tpst1"
"221",0,2.37016658481645,0.387,0.076,0,"0","Ldlr"
"222",2.5147748200172e-30,2.36720822074314,0.024,0.005,4.65811739911787e-26,"0","C1rl"
"223",1.16318893843261e-28,2.36696791174935,0.022,0.004,2.15457487065872e-24,"0","Pnp2"
"224",5.46681101592715e-69,2.36357036801574,0.055,0.011,1.01261740448019e-64,"0","Nectin4"
"225",4.49489645218133e-145,2.3625811818174,0.106,0.019,8.32589669837547e-141,"0","Mertk"
"226",3.01468595408825e-42,2.35952958008549,0.034,0.007,5.58410279275767e-38,"0","Plxna1"
"227",0,2.35821487046548,0.811,0.183,0,"0","Mpeg1"
"228",4.01508514491993e-110,2.35599436335043,0.088,0.017,7.43714221393518e-106,"0","Slc4a11"
"229",3.71784300427874e-171,2.3529971432363,0.14,0.028,6.88656059682551e-167,"0","Iqsec2"
"230",0,2.35029054288917,0.249,0.05,0,"0","Tifab"
"231",1.36882403300394e-33,2.34968603146121,0.037,0.01,2.53547275633319e-29,"0","Pf4"
"232",0,2.34733271058155,0.348,0.095,0,"0","Slc16a10"
"233",0,2.34283284460324,0.484,0.097,0,"0","Dab2"
"234",4.36715571286506e-28,2.33972109900531,0.026,0.006,8.08928252693995e-24,"0","Clic5"
"235",0,2.33941719224355,0.992,0.553,0,"0","Lgals3"
"236",0,2.336646773576,0.478,0.094,0,"0","Il13ra1"
"237",0,2.33626108902757,0.405,0.088,0,"0","Tmem106a"
"238",1.97582605901807e-212,2.33140237516804,0.179,0.038,3.65982260911917e-208,"0","Scamp1"
"239",0,2.33101792225359,0.381,0.079,0,"0","Ptpro"
"240",1.13600049702121e-39,2.3300481957743,0.031,0.006,2.1042137206324e-35,"0","Fam71a"
"241",3.58646322244544e-77,2.32972636916608,0.065,0.013,6.64320582693569e-73,"0","Art3"
"242",0,2.32575664881325,0.422,0.098,0,"0","Adssl1"
"243",3.68485945198754e-156,2.32529441619055,0.145,0.033,6.82546516291651e-152,"0","Rai14"
"244",7.51532312362783e-237,2.31640002477069,0.2,0.042,1.39206330218958e-232,"0","Nrg1"
"245",1.11446440509418e-160,2.31515974353811,0.139,0.03,2.06432241755594e-156,"0","Id1"
"246",0,2.31453024531448,0.594,0.127,0,"0","Cd300lf"
"247",0,2.31113413581785,0.366,0.089,0,"0","Dusp6"
"248",0,2.30569858348256,0.327,0.076,0,"0","Itga5"
"249",0,2.30492072432138,0.928,0.35,0,"0","Ctsb"
"250",0,2.30225454945167,0.302,0.064,0,"0","Rab32"
"251",0,2.30070788465864,0.99,0.667,0,"0","Plac8"
"252",0,2.29909119403233,0.474,0.114,0,"0","Ninj1"
"253",0,2.29724839077193,0.428,0.069,0,"0","Fn1"
"254",1.13842315746741e-44,2.29601110257321,0.04,0.009,2.10870121457689e-40,"0","St18"
"255",0,2.29553472607113,0.517,0.107,0,"0","Clec4a3"
"256",0,2.29149127111118,0.534,0.124,0,"0","Sdc3"
"257",0,2.28782011023141,0.507,0.135,0,"0","Adam8"
"258",7.18963904150797e-44,2.2875363664915,0.036,0.007,1.33173683965852e-39,"0","Cav2"
"259",0,2.28542052125222,0.354,0.078,0,"0","Alpk1"
"260",9.54493202481665e-42,2.27841902173642,0.035,0.007,1.76800775895679e-37,"0","P2ry13"
"261",1.53385200087436e-208,2.27341139768451,0.183,0.04,2.84115406121957e-204,"0","Pik3r6"
"262",2.17108758305287e-181,2.27317179212173,0.156,0.033,4.02150553008884e-177,"0","Slc7a7"
"263",4.53352111259644e-163,2.26925878793237,0.151,0.034,8.3974411568624e-159,"0","Dock7"
"264",7.5213789567966e-308,2.26849003980931,0.291,0.072,1.39318502416743e-303,"0","Slfn9"
"265",0,2.26412503525211,0.281,0.059,0,"0","Stom"
"266",4.03330148545493e-85,2.26332803776844,0.076,0.017,7.47088434150816e-81,"0","Lhfpl2"
"267",2.35957278503548e-32,2.25675707834329,0.028,0.006,4.37063666972122e-28,"0","4930589L23Rik"
"268",3.95170151168436e-191,2.25247335715309,0.165,0.036,7.31973671009293e-187,"0","Adora2b"
"269",2.96345804092615e-82,2.2497751230196,0.072,0.016,5.48921332920751e-78,"0","Cdc42ep2"
"270",0,2.24970526045779,0.316,0.075,0,"0","Upp1"
"271",3.15882499832603e-195,2.2461862232403,0.134,0.022,5.8510915443993e-191,"0","Ms4a7"
"272",0,2.24308006066174,0.498,0.136,0,"0","Dck"
"273",0,2.2412569441545,0.299,0.065,0,"0","Gm46224"
"274",0,2.2403792092238,0.302,0.05,0,"0","Mgst1"
"275",3.42862645467047e-29,2.24029610826092,0.025,0.005,6.35084478198611e-25,"0","Tlr9"
"276",0,2.23990877910549,0.738,0.18,0,"0","App"
"277",6.19502898170124e-111,2.23843776316813,0.098,0.021,1.14750521828052e-106,"0","Arl11"
"278",0,2.23610828717795,0.625,0.14,0,"0","Slc15a3"
"279",0,2.23446914613173,0.585,0.138,0,"0","Pirb"
"280",3.6038038793161e-90,2.23445841123452,0.079,0.017,6.6753259256572e-86,"0","Mfsd7a"
"281",9.53319587771395e-44,2.22971695329184,0.038,0.008,1.76583387242896e-39,"0","Ak4"
"282",7.18560015103466e-280,2.2281602839723,0.253,0.059,1.33098871597615e-275,"0","Dram1"
"283",2.96839103297072e-242,2.22696457855308,0.207,0.044,5.49835071037167e-238,"0","Il18bp"
"284",1.70191167639172e-103,2.22650212371771,0.095,0.021,3.15245099818038e-99,"0","P2ry12"
"285",1.67137118204189e-155,2.22385755464075,0.138,0.03,3.09588084049618e-151,"0","Fmn1"
"286",0,2.22057920046391,0.905,0.198,0,"0","Lyz2"
"287",1.93048579237101e-248,2.21467280432883,0.22,0.049,3.57583883320882e-244,"0","Nod2"
"288",1.35219843934822e-116,2.21392007460424,0.103,0.022,2.50467716920472e-112,"0","Renbp"
"289",6.7435611003125e-72,2.210705558341,0.067,0.015,1.24910982261088e-67,"0","BC049352"
"290",0,2.20331527700698,0.935,0.487,0,"0","Isg15"
"291",0,2.19870356665257,0.305,0.061,0,"0","Fgd4"
"292",6.07610709675114e-148,2.19857320236229,0.127,0.027,1.12547731753121e-143,"0","Trem2"
"293",0,2.19829212575912,0.288,0.056,0,"0","Sh2b2"
"294",0,2.19685877173236,0.589,0.177,0,"0","Znfx1"
"295",0,2.1949483672693,0.363,0.076,0,"0","Slpi"
"296",4.29018520877922e-98,2.19358352738387,0.094,0.022,7.94671006222176e-94,"0","Mtus1"
"297",2.19260047012289e-160,2.1897199594225,0.143,0.031,4.06135385080863e-156,"0","Aldh3b1"
"298",1.52792122148717e-89,2.18905950159777,0.083,0.019,2.83016847856068e-85,"0","Gas2l3"
"299",0,2.1844428735274,0.692,0.142,0,"0","Ccr1"
"300",0,2.18420042414596,0.578,0.11,0,"0","Clec4e"
"301",0,2.18256314030918,0.321,0.083,0,"0","Blvrb"
"302",0,2.18219422513209,0.993,0.534,0,"0","Ctss"
"303",0,2.18184576204136,0.402,0.09,0,"0","Apba1"
"304",7.36923021784065e-188,2.17967792535865,0.165,0.036,1.36500251325062e-183,"0","Pilra"
"305",2.92809434721843e-46,2.17879631038626,0.044,0.01,5.4237091593527e-42,"0","Fosl1"
"306",1.43375241380206e-290,2.17698441031862,0.269,0.064,2.65573959608555e-286,"0","Hpse"
"307",1.23816679280973e-70,2.17499139818283,0.062,0.013,2.29345635032146e-66,"0","Car13"
"308",0,2.17317857209905,0.998,0.476,0,"0","Ifitm3"
"309",5.70547996997424e-135,2.16887006960694,0.137,0.034,1.05682605483833e-130,"0","Ift172"
"310",0,2.16717580202783,0.711,0.182,0,"0","Grn"
"311",1.16203788236392e-260,2.16452715678055,0.248,0.06,2.1524427695027e-256,"0","Ecm1"
"312",3.02592336653575e-206,2.16319513982336,0.183,0.041,5.60491785183417e-202,"0","Hacd4"
"313",2.9256145869963e-60,2.16198802269971,0.057,0.013,5.41911589949325e-56,"0","Piwil2"
"314",0,2.16197570516985,0.937,0.489,0,"0","Prdx5"
"315",3.52556072853563e-284,2.15956820488837,0.232,0.048,6.53039613746655e-280,"0","Tlr13"
"316",0,2.15956185867132,0.368,0.09,0,"0","Tns3"
"317",0,2.15944849406053,0.297,0.065,0,"0","Tlr2"
"318",5.10692438422507e-283,2.15910658030205,0.239,0.051,9.4595560369001e-279,"0","Adgre1"
"319",0,2.15888811532329,0.413,0.079,0,"0","C5ar1"
"320",6.43336742213322e-124,2.15820521561301,0.112,0.025,1.19165264760174e-119,"0","Dpep2"
"321",0,2.15478810664291,0.641,0.123,0,"0","Apoe"
"322",0,2.15451758308846,0.765,0.179,0,"0","Lst1"
"323",9.87726588444382e-29,2.15348994519849,0.026,0.006,1.82956595977553e-24,"0","Gm43728"
"324",2.05073527612469e-282,2.15313214769651,0.239,0.051,3.79857695196576e-278,"0","Tnfrsf11a"
"325",0,2.15205561565302,0.752,0.227,0,"0","Smox"
"326",0,2.15019820265474,0.853,0.337,0,"0","Cers6"
"327",0,2.14603552900538,0.292,0.067,0,"0","Cd40"
"328",0,2.14403722207029,0.393,0.094,0,"0","Ltb4r1"
"329",0,2.14335836998715,0.982,0.46,0,"0","Zeb2"
"330",4.55127669790597e-28,2.14179853611891,0.025,0.006,8.43032982753124e-24,"0","4921516A02Rik"
"331",0,2.14118967557352,0.379,0.095,0,"0","Tbc1d9"
"332",2.94111667209421e-140,2.14101307165844,0.136,0.032,5.4478304117201e-136,"0","Pkd1l2"
"333",6.07635142380941e-53,2.14057698815577,0.047,0.01,1.12552257423222e-48,"0","Bco2"
"334",3.11858415688231e-81,2.1404182496354,0.079,0.019,5.77655343379311e-77,"0","C130050O18Rik"
"335",2.35786206912853e-290,2.13215657158478,0.256,0.057,4.36746791064677e-286,"0","Cd93"
"336",1.88202145973656e-62,2.13056863241902,0.061,0.014,3.48606834987002e-58,"0","B3gnt8"
"337",0,2.12942793126186,0.79,0.186,0,"0","Cybb"
"338",0,2.12940150996944,0.435,0.116,0,"0","Mpp1"
