"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"14017",1.19153105939634e-44,2.51111465962228,0.188,0.034,2.20707298131984e-40,"16","Pdik1l"
"14018",9.74677020007259e-12,2.50753230011351,0.049,0.009,1.80539424415945e-07,"16","1700066M21Rik"
"14019",0.000212883118954346,2.50655799986315,0.038,0.013,1,"16","Dapl1"
"14020",2.32181049762588e-35,2.50367294823764,0.143,0.025,4.30068958475242e-31,"16","Ankrd26"
"14021",6.32054862082133e-19,2.50281914649048,0.077,0.014,1.17075522103474e-14,"16","Igfbp7"
"14022",3.44333276215355e-71,2.49327276423979,0.321,0.061,6.37808527533703e-67,"16","Naa40"
"14023",1.87039382161975e-113,2.4885113098066,0.498,0.096,3.46453047578627e-109,"16","Prim2"
"14024",5.32612485297613e-176,2.48776603910888,0.965,0.327,9.86558106516769e-172,"16","Smc4"
"14025",6.66026814003618e-40,2.48530474228507,0.213,0.046,1.2336814675789e-35,"16","Cntln"
"14026",3.16064251061038e-12,2.47763081439965,0.052,0.01,5.85445812240361e-08,"16","Thop1"
"14027",9.16640743097416e-55,2.47763081439965,0.23,0.041,1.69789364843934e-50,"16","Cdca7l"
"14028",2.52115599170675e-151,2.47103279785313,0.808,0.215,4.66993724343841e-147,"16","Atad2"
"14029",1.15929247300978e-85,2.47025128403405,0.39,0.076,2.14735744775601e-81,"16","Tfdp1"
"14030",5.8976860197467e-06,2.46081844594881,0.066,0.024,0.109242838143768,"16","Epha3"
"14031",1.31518638706488e-16,2.45998294858022,0.073,0.014,2.43611974476028e-12,"16","Ccdc148"
"14032",1.37290242974262e-10,2.45404399408203,0.045,0.009,2.54302717061226e-06,"16","Ppp2r2c"
"14033",0.00401596080574534,2.45015007797754,0.01,0.002,1,"16","Kcna4"
"14034",6.83608416480014e-09,2.45015007797754,0.038,0.008,0.000126624786984593,"16","Crybg2"
"14035",2.4130516664563e-27,2.447944683855,0.122,0.023,4.46969560177701e-23,"16","Cdk2"
"14036",4.03881474653005e-27,2.4471287260023,0.118,0.022,7.48109655499761e-23,"16","Zfp101"
"14037",2.77956864061968e-15,2.44471619192691,0.066,0.013,5.14859499301983e-11,"16","Hist1h2ac"
"14038",8.53167486987733e-29,2.44471619192691,0.153,0.033,1.58032213614738e-24,"16","Filip1"
"14039",1.51159942339679e-33,2.44176085793159,0.153,0.029,2.79993561195787e-29,"16","Dclk2"
"14040",5.6482811083995e-38,2.43841585084689,0.199,0.042,1.04623110970884e-33,"16","Reep4"
"14041",1.06546785258019e-53,2.43833318912448,0.251,0.049,1.97356610333429e-49,"16","Nup62"
"14042",1.25693914340378e-132,2.43573025552194,0.714,0.178,2.32822837532682e-128,"16","Ckap5"
"14043",8.17945550044589e-31,2.43122034944269,0.132,0.024,1.51508054234759e-26,"16","Zfp808"
"14044",7.53380003274047e-111,2.43053569666435,0.526,0.109,1.39548578006452e-106,"16","Rfwd3"
"14045",3.42062504739803e-123,2.42919045934189,0.568,0.115,6.33602377529537e-119,"16","Usp1"
"14046",1.349247176833e-54,2.42913229670846,0.275,0.057,2.49921054564777e-50,"16","Cdca4"
"14047",3.97811838902759e-50,2.42790544061967,0.226,0.043,7.3686686919958e-46,"16","Zw10"
"14048",8.87273896006397e-54,2.4272991388495,0.251,0.049,1.64349743757265e-49,"16","Mis12"
"14049",8.40846851151475e-12,2.42318303037727,0.052,0.01,1.55750062238788e-07,"16","Dcbld2"
"14050",2.4785168810796e-125,2.41962521096408,0.596,0.125,4.59095681882374e-121,"16","Rangap1"
"14051",1.75122237861673e-29,2.41524677045351,0.122,0.022,3.24378921191177e-25,"16","Nrn1"
"14052",2.70757313450061e-62,2.39444064539125,0.321,0.068,5.01523771703547e-58,"16","Mbnl3"
"14053",1.13378942182584e-48,2.39364813232088,0.244,0.05,2.100118146048e-44,"16","Anapc15"
"14054",4.69506465646398e-16,2.39067021685878,0.08,0.017,8.69666826316824e-12,"16","Ung"
"14055",5.05948531281877e-15,2.39047886530457,0.07,0.014,9.37168464493421e-11,"16","Ogfod3"
"14056",2.44329419026484e-11,2.39016797314931,0.052,0.011,4.52571382862756e-07,"16","Zfp850"
"14057",3.40986093699176e-34,2.38582250287334,0.16,0.031,6.31608541358983e-30,"16","Nup85"
"14058",1.44968434510864e-10,2.38452141000817,0.049,0.01,2.68525031244473e-06,"16","Gm4890"
"14059",6.87362029577726e-141,2.38323365032956,0.812,0.235,1.27320068738682e-136,"16","Nucks1"
"14060",4.77575973015899e-12,2.38289032442924,0.056,0.011,8.84613974817349e-08,"16","Aplf"
"14061",2.9508154501783e-40,2.38141549914034,0.192,0.038,5.46579545836526e-36,"16","Rhno1"
"14062",4.82653473272831e-08,2.38011430848539,0.035,0.007,0.000894019028543265,"16","Hist1h3d"
"14063",8.2789861369588e-128,2.37915768375173,0.76,0.221,1.53351660214888e-123,"16","Alyref"
"14064",2.66889765821035e-27,2.3788741338703,0.125,0.024,4.94359913230303e-23,"16","Odf2l"
"14065",7.94970298757855e-60,2.37875292954855,0.286,0.057,1.47252348438917e-55,"16","Agfg2"
"14066",8.57097107104645e-10,2.37809514084873,0.045,0.009,1.58760097148993e-05,"16","Plekhf1"
"14067",2.36064469449316e-41,2.37707110552296,0.199,0.039,4.37262216760967e-37,"16","Trim37"
"14068",6.29818727960879e-62,2.37679012489282,0.31,0.064,1.16661322980194e-57,"16","Nrgn"
"14069",2.72343993875819e-46,2.37207216445322,0.226,0.045,5.0446277985618e-42,"16","Cep57l1"
"14070",1.24778084326845e-140,2.37114445221259,0.902,0.349,2.31126445598615e-136,"16","Ube2s"
"14071",5.51057993463624e-14,2.37071561048314,0.066,0.013,1.02072472129267e-09,"16","Lmnb2"
"14072",5.58973991969537e-149,2.36298483841641,0.906,0.31,1.03538752532517e-144,"16","Tmpo"
"14073",6.60932915463596e-71,2.36215359697971,0.348,0.071,1.22424603931322e-66,"16","Haus6"
"14074",1.50714392121267e-07,2.3613777459038,0.035,0.007,0.00279168268526222,"16","Lmln"
"14075",1.77570142584029e-31,2.36023847626769,0.157,0.032,3.28913175108397e-27,"16","Nup133"
"14076",1.14538003306645e-64,2.3590338054355,0.338,0.072,2.12158743524898e-60,"16","G2e3"
"14077",2.58510412019454e-20,2.35418971339226,0.101,0.021,4.78838836183635e-16,"16","Coq7"
"14078",1.76843475512348e-22,2.35090712940296,0.105,0.02,3.27567169691523e-18,"16","Mdm1"
"14079",8.12628176338695e-26,2.35081605304543,0.122,0.024,1.50523117103216e-21,"16","Cntrob"
"14080",7.35085550893181e-80,2.34907969653568,0.404,0.085,1.36159896591944e-75,"16","Mast2"
"14081",1.95986270817951e-43,2.34725663765915,0.202,0.039,3.63025369436091e-39,"16","Zfp934"
"14082",1.72824401235105e-07,2.34288140228641,0.035,0.007,0.00320122638407785,"16","Gm36445"
"14083",1.89353854894277e-54,2.34064475659532,0.258,0.05,3.50740145420669e-50,"16","Nup107"
"14084",5.00477087407861e-42,2.33627496515411,0.216,0.045,9.27033709005581e-38,"16","Rbmx2"
"14085",1.97558264102017e-07,2.33372140300093,0.035,0.008,0.00365937172596167,"16","Atcay"
"14086",6.96614734016878e-35,2.33372140300093,0.195,0.043,1.29033947181946e-30,"16","Rnaseh2a"
"14087",4.92351250340648e-22,2.33372140300093,0.108,0.022,9.11982221005983e-18,"16","Adgrl1"
"14088",8.82968971186906e-11,2.33258048159636,0.052,0.011,1.63552342532951e-06,"16","Cep170b"
"14089",2.26858400723673e-09,2.32721397184655,0.045,0.01,4.20209815660459e-05,"16","Hdac6"
"14090",7.72555650999263e-11,2.32632149112468,0.052,0.011,1.43100483234593e-06,"16","Lrrc75a"
"14091",3.84419022613705e-29,2.32373424261282,0.139,0.027,7.12059355587366e-25,"16","Cep70"
"14092",0.00100013933490235,2.32008953741317,0.01,0.002,1,"16","Dgki"
"14093",4.72995409031783e-24,2.31866886271354,0.118,0.024,8.76129396149572e-20,"16","Pmm1"
"14094",3.34186524431964e-25,2.31662290769339,0.136,0.029,6.19013699205327e-21,"16","Nup43"
"14095",7.63344806254738e-22,2.31300011262685,0.111,0.023,1.41394358462565e-17,"16","Uevld"
"14096",3.6003955880864e-31,2.3109809449902,0.157,0.032,6.66901274781243e-27,"16","Hist3h2ba"
"14097",4.27799390653541e-20,2.29705856875783,0.101,0.021,7.92412811307555e-16,"16","Cenpt"
"14098",4.18746596036416e-48,2.29612629406245,0.237,0.048,7.75644319838254e-44,"16","Pola2"
"14099",7.74402812617426e-79,2.29132530779863,0.366,0.071,1.43442632981126e-74,"16","Rad18"
"14100",2.50523351974473e-68,2.28659498931891,0.373,0.083,4.64044404862316e-64,"16","E2f3"
"14101",5.88763638466207e-13,2.28567950662734,0.066,0.014,1.09056688753095e-08,"16","Tmem129"
"14102",1.84735009440036e-126,2.28498573645725,0.763,0.215,3.42184657985778e-122,"16","Anp32e"
"14103",1.54208568605367e-24,2.28356366138805,0.129,0.027,2.85640531627721e-20,"16","Zmynd19"
"14104",1.54760032831219e-128,2.28146696632046,0.791,0.231,2.86662008813266e-124,"16","Nsd2"
"14105",2.6089967693424e-12,2.28133980315244,0.063,0.014,4.83264471585292e-08,"16","Fan1"
"14106",6.61362726546272e-42,2.28083010696594,0.213,0.044,1.22504217838166e-37,"16","Gpsm2"
"14107",1.29655244520899e-22,2.27921725599764,0.118,0.025,2.40160409426061e-18,"16","Cbx6"
"14108",1.593589302968e-14,2.27393054794826,0.08,0.018,2.95180546588763e-10,"16","Rgs8"
"14109",2.70220099444033e-45,2.27255458690844,0.213,0.041,5.00528690200183e-41,"16","Serpine2"
"14110",1.34925056004348e-10,2.27117993693222,0.052,0.011,2.49921681236855e-06,"16","Ctdspl"
"14111",2.31257404596429e-19,2.26835389285346,0.105,0.023,4.28358090533965e-15,"16","Zfand4"
"14112",2.89542390218106e-15,2.26733787063783,0.08,0.017,5.36319369400998e-11,"16","Cep76"
"14113",9.94581857283191e-08,2.26432626589116,0.042,0.01,0.00184226397424566,"16","Asns"
"14114",1.1291614192763e-34,2.26143196038066,0.188,0.041,2.09154569692549e-30,"16","Dnaaf2"
"14115",1.41430395543943e-21,2.2608194253265,0.118,0.026,2.61971521666046e-17,"16","Dis3"
"14116",3.94981951787822e-08,2.25841264085834,0.045,0.011,0.000731625069296582,"16","Bik"
"14117",3.31047900513953e-10,2.25325802893496,0.052,0.012,6.13200026121995e-06,"16","Adrb1"
"14118",1.69150546638223e-24,2.24857850799509,0.129,0.027,3.13317557537981e-20,"16","Akip1"
"14119",1.04906405917875e-78,2.24638747548093,0.481,0.12,1.94318135681679e-74,"16","Rbl1"
"14120",1.23312422913758e-50,2.24630526829319,0.279,0.061,2.28411600963153e-46,"16","Rdm1"
"14121",1.72804825983151e-79,2.24423745650649,0.432,0.096,3.2008637916859e-75,"16","Dtymk"
"14122",4.53580562712561e-63,2.24270799810706,0.314,0.064,8.40167276312477e-59,"16","Nt5c3b"
"14123",4.55864002801595e-08,2.24188563013818,0.042,0.01,0.000844396892389395,"16","Gm5141"
"14124",3.79165521323707e-49,2.23806219521705,0.279,0.063,7.02328295147902e-45,"16","Ppih"
"14125",5.59605478172404e-17,2.23762737722119,0.101,0.024,1.03655722721874e-12,"16","Ddx11"
"14126",6.91263931220766e-10,2.2355560272015,0.052,0.012,1.28042817980023e-05,"16","Eif5a2"
"14127",1.01086505112483e-35,2.23425336793386,0.185,0.038,1.87242533419851e-31,"16","Nfatc2ip"
"14128",8.86795967581693e-39,2.23293246757526,0.216,0.048,1.64261217075157e-34,"16","Fxn"
"14129",1.64796445102496e-29,2.22970330095606,0.16,0.035,3.05252455263354e-25,"16","Aaas"
"14130",1.03570921396838e-50,2.22728350701942,0.268,0.057,1.91844417703363e-46,"16","Nup155"
"14131",4.36472180111042e-72,2.22669750102139,0.38,0.082,8.08477419219684e-68,"16","Rpa2"
"14132",3.03563705657867e-09,2.22077498349498,0.049,0.011,5.62291051990068e-05,"16","Snai3"
"14133",4.28798308318507e-78,2.22053218729096,0.443,0.102,7.94263106498371e-74,"16","Ncaph2"
"14134",1.64691679915574e-50,2.21898372580679,0.251,0.051,3.05058398707618e-46,"16","Lin9"
"14135",3.04706255057797e-31,2.21817025240442,0.181,0.041,5.64407396243557e-27,"16","Fbxo45"
"14136",1.77139623923029e-36,2.21704649979874,0.209,0.047,3.28115725392627e-32,"16","Nemp1"
"14137",2.45898681483909e-10,2.21654468035538,0.059,0.014,4.55478127712645e-06,"16","2310016D23Rik"
"14138",1.18604250442105e-12,2.21487249603027,0.073,0.017,2.1969065309391e-08,"16","Gm156"
"14139",1.22304154312895e-06,2.21123739647594,0.035,0.008,0.0226543985033775,"16","Slc25a10"
"14140",1.3987219327538e-13,2.20704959951251,0.073,0.016,2.59085263603987e-09,"16","Pbx4"
"14141",1.70805019185362e-57,2.19954206284356,0.314,0.068,3.16382137037046e-53,"16","Mphosph9"
"14142",9.74485203614058e-55,2.19834705692078,0.31,0.07,1.80503894265432e-50,"16","Nup205"
"14143",7.45127160031601e-145,2.18883765214454,0.979,0.591,1.38019903852653e-140,"16","Hmgb1"
"14144",2.29916942072527e-42,2.18871777674025,0.258,0.061,4.25875151800941e-38,"16","Pms2"
"14145",2.89054286911221e-17,2.18711567214375,0.098,0.022,5.35415255645655e-13,"16","Apoo"
"14146",5.9138442982888e-06,2.18711567214375,0.031,0.008,0.109542137937203,"16","Fam72a"
"14147",5.59808045401999e-53,2.18258601366323,0.303,0.069,1.03693244249812e-48,"16","Fam92a"
"14148",1.05247111716734e-47,2.18021899911932,0.272,0.061,1.94949225032906e-43,"16","D030056L22Rik"
"14149",1.29642548792477e-24,2.17807053254074,0.143,0.033,2.40136893128305e-20,"16","Katnb1"
"14150",1.0010115492408e-17,2.17277623287123,0.108,0.026,1.85417369265873e-13,"16","Vegfb"
"14151",2.37452181050819e-20,2.17013635099852,0.111,0.024,4.39832674960433e-16,"16","Ppip5k1"
"14152",5.36411758715316e-38,2.16360004973241,0.206,0.044,9.9359550066838e-34,"16","Xndc1"
"14153",4.59723196326535e-70,2.16229414178745,0.488,0.132,8.51545276555641e-66,"16","Rgs16"
"14154",1.83343084181922e-41,2.16165456939931,0.233,0.052,3.39606394830175e-37,"16","Cenpj"
"14155",7.47486270012689e-25,2.1609970191818,0.136,0.03,1.3845688179445e-20,"16","Smyd4"
"14156",1.0354170169667e-69,2.16000499419432,0.376,0.082,1.91790294052741e-65,"16","Hmgn5"
"14157",1.49311831609415e-23,2.15860066834251,0.146,0.035,2.7657030569012e-19,"16","Bckdk"
"14158",5.46215503403749e-07,2.15570271951229,0.038,0.009,0.0101175497695476,"16","Slc25a42"
"14159",6.72550672832475e-07,2.15570271951229,0.038,0.009,0.0124576561128759,"16","Zfp689"
"14160",4.40102386849224e-88,2.15334344663836,0.519,0.125,8.15201651160817e-84,"16","Rfc1"
"14161",7.40031894265562e-11,2.14987364071009,0.063,0.015,1.3707610777481e-06,"16","Als2cl"
"14162",8.57014869815868e-135,2.14832318914669,0.934,0.416,1.58744864335993e-130,"16","Ran"
"14163",2.74493079833152e-18,2.14832318914669,0.101,0.022,5.08443531774947e-14,"16","Ipp"
"14164",6.42167308215098e-33,2.14784838412648,0.199,0.046,1.18948650500683e-28,"16","Cep152"
"14165",5.06055219584914e-08,2.1462216665014,0.045,0.011,0.000937366083237136,"16","AA465934"
"14166",1.53769165957223e-139,2.14094689685153,0.965,0.49,2.84826626102564e-135,"16","Anp32b"
"14167",8.27947835481846e-11,2.13597919905171,0.063,0.015,1.53360777566302e-06,"16","Cep41"
"14168",8.52869957503287e-12,2.13159610274124,0.07,0.017,1.57977102228334e-07,"16","E2f6"
"14169",2.85740713422693e-08,2.1313772970927,0.056,0.015,0.000529277523472854,"16","Cerkl"
"14170",8.108717871765e-18,2.13076481776238,0.101,0.023,1.50197781138703e-13,"16","Abraxas1"
"14171",1.20479176023938e-20,2.12537310945108,0.132,0.032,2.2316357774914e-16,"16","Cenpo"
"14172",2.00505500455724e-08,2.12495919608118,0.049,0.012,0.000371396338494138,"16","Gm11579"
"14173",6.93967711036777e-08,2.12123930994406,0.045,0.011,0.00128543639115342,"16","Fam177a"
"14174",2.56632814119115e-71,2.11834675425778,0.401,0.09,4.75360961592836e-67,"16","Slf1"
"14175",1.10270954665684e-07,2.11737460085319,0.049,0.013,0.00204254889327246,"16","Ccdc62"
"14176",1.26244374701581e-24,2.1166699878766,0.146,0.034,2.33842455259738e-20,"16","Fntb"
"14177",2.40524639985496e-11,2.11629433495405,0.066,0.016,4.45523790645134e-07,"16","Pfas"
"14178",1.47537296455748e-05,2.11629433495405,0.031,0.008,0.273283334224982,"16","Rpusd3"
"14179",6.54443197299895e-14,2.11456759023458,0.084,0.02,1.2122251343586e-09,"16","Cdan1"
"14180",2.75215261139871e-32,2.11363865994574,0.167,0.035,5.09781228209384e-28,"16","Gas2"
"14181",1.55215577445194e-17,2.11259669506346,0.111,0.027,2.87505814101732e-13,"16","Jpt2"
"14182",6.96476938735285e-12,2.1109563366822,0.07,0.017,1.29008423361937e-07,"16","Rccd1"
"14183",2.06718398263892e-09,2.10566203701269,0.056,0.014,3.82904489104208e-05,"16","Cetn4"
"14184",2.10798623962033e-10,2.1048215505101,0.059,0.014,3.90462291164873e-06,"16","Slco4a1"
"14185",1.52762537564281e-99,2.10439522218522,0.742,0.248,2.82962048330317e-95,"16","Slbp"
"14186",1.00203805781837e-05,2.09911919114592,0.031,0.008,0.185607509449697,"16","Igsf9b"
"14187",1.88751714870438e-56,2.09881969040976,0.341,0.08,3.49624801454512e-52,"16","Rnf168"
"14188",1.4375997150177e-31,2.09637271411016,0.192,0.045,2.66286595212728e-27,"16","Kctd9"
"14189",7.16690468727411e-47,2.0945602829159,0.275,0.063,1.32752575522378e-42,"16","Ppil1"
"14190",4.08599497763917e-96,2.09237678414346,0.666,0.195,7.56848849708103e-92,"16","Hpf1"
"14191",0.00880641723785512,2.0906076912904,0.01,0.003,1,"16","Dsc2"
"14192",7.02489524471617e-18,2.0906076912904,0.118,0.03,1.30122134617878e-13,"16","Slc24a5"
"14193",3.95956359086471e-57,2.08839553388142,0.352,0.084,7.3342996393587e-53,"16","Nde1"
"14194",1.10581668186244e-60,2.07905390740013,0.362,0.084,2.0483042398138e-56,"16","Zdhhc2"
"14195",5.81392904496229e-07,2.07761035076153,0.042,0.011,0.0107691407699836,"16","Fancg"
"14196",2.85977346617054e-128,2.07440136619567,0.927,0.395,5.29715839138769e-124,"16","Dek"
"14197",2.56754491086421e-121,2.0743724060354,0.84,0.284,4.75586343839378e-117,"16","Cbx3"
"14198",0.00214268346980454,2.06954607576257,0.01,0.002,1,"16","Ptprm"
"14199",9.99457776655e-15,2.0685507704172,0.115,0.032,1.85129563969806e-10,"16","Csrp2"
"14200",3.66248255684748e-41,2.06656221732375,0.265,0.065,6.78401644004859e-37,"16","Gins4"
"14201",9.85992555944021e-52,2.06636014504372,0.348,0.089,1.82635401137511e-47,"16","Aarsd1"
"14202",8.18812438663412e-48,2.06438437064679,0.289,0.067,1.51668628013624e-43,"16","Nup160"
"14203",4.08628804264385e-15,2.06358451752385,0.094,0.023,7.56903134138921e-11,"16","Pdxp"
"14204",1.33453484260095e-80,2.06111438619489,0.561,0.156,2.47195888894974e-76,"16","Siva1"
"14205",1.86459397736e-07,2.06061295099256,0.045,0.012,0.00345378742426393,"16","Rom1"
"14206",1.96834322400006e-18,2.06007332314229,0.108,0.025,3.64596215381531e-14,"16","Cdr2"
"14207",2.26325800051548e-33,2.05881497588337,0.216,0.053,4.19223279435482e-29,"16","Sephs1"
"14208",3.94877800703909e-88,2.05818621359802,0.641,0.192,7.31432150243851e-84,"16","Rif1"
"14209",0.000145603137361383,2.05705513157937,0.028,0.008,1,"16","Arhgef9"
"14210",2.92120174162767e-93,2.05564842964541,0.652,0.19,5.41094198601693e-89,"16","Banf1"
"14211",2.5734378173018e-64,2.05410784752904,0.432,0.112,4.76677886898812e-60,"16","Cenpc1"
"14212",8.84098863895504e-13,2.05374239753854,0.08,0.02,1.63761632559364e-08,"16","Tnfaip8l1"
"14213",8.23882103327122e-06,2.05253965045688,0.035,0.009,0.152607681999283,"16","Gng3"
"14214",1.06864233067286e-27,2.05103762529165,0.178,0.043,1.97944618910535e-23,"16","Ccdc77"
"14215",1.07403930433096e-12,2.05016216557199,0.115,0.036,1.98944300341224e-08,"16","Epas1"
"14216",0.00101527264188326,2.04878751559577,0.024,0.007,1,"16","Gstt1"
"14217",1.03342920338194e-33,2.04813338044927,0.213,0.051,1.91422091342437e-29,"16","Recql"
"14218",4.34444801088985e-16,2.04736684089615,0.098,0.023,8.04722105057127e-12,"16","Helq"
"14219",9.84401529386548e-06,2.04504511390996,0.035,0.009,0.18234069528827,"16","Pcyox1l"
"14220",8.96573722402449e-89,2.04129046641109,0.669,0.215,1.66072350600606e-84,"16","Nasp"
"14221",2.58647010432097e-05,2.0405670087908,0.031,0.008,0.479091857423373,"16","Spata7"
"14222",7.95256651322835e-13,2.03758930899091,0.073,0.017,1.47305389524529e-08,"16","Gkap1"
"14223",7.50031165179968e-15,2.03596347523819,0.101,0.026,1.38928272726286e-10,"16","D330041H03Rik"
"14224",5.31513892045101e-32,2.03592536465872,0.209,0.051,9.8452318223514e-28,"16","Itgb3bp"
"14225",6.4494067688804e-65,2.0328324099499,0.446,0.119,1.19462361579972e-60,"16","Rpa1"
"14226",2.34018715922295e-87,2.03242805982691,0.606,0.17,4.33472867502867e-83,"16","Ssrp1"
"14227",2.87930244636206e-09,2.03058292021818,0.059,0.015,5.33333192139644e-05,"16","Lgalsl"
"14228",2.03840871864415e-33,2.02832341303606,0.23,0.059,3.77574446954456e-29,"16","Tubgcp2"
"14229",3.06192179905091e-59,2.02537929453655,0.334,0.074,5.671597748382e-55,"16","Jazf1"
"14230",2.30962034649457e-11,2.02279230706283,0.073,0.019,4.2781097678119e-07,"16","Pcgf2"
"14231",3.56356788395792e-07,2.01964116993626,0.045,0.012,0.00660079679145526,"16","Ttl"
"14232",6.05983216401417e-08,2.01887193769149,0.049,0.012,0.00112246271174034,"16","Gtf2ird1"
"14233",2.11154481112386e-71,2.01767924944149,0.498,0.134,3.91121445364472e-67,"16","Cep57"
"14234",2.25285377333438e-14,2.01618285016385,0.098,0.025,4.17296104434728e-10,"16","Carmil2"
"14235",2.26358366046295e-17,2.01545033172166,0.111,0.027,4.19283601427551e-13,"16","Smpd4"
"14236",4.80818056709376e-23,2.01513196141453,0.153,0.038,8.90619286442778e-19,"16","Hmbs"
"14237",2.99084478946463e-10,2.01237011696015,0.063,0.015,5.53994180352534e-06,"16","Crip2"
"14238",3.83572560649114e-94,2.00922418164654,0.61,0.16,7.10491454090354e-90,"16","Rbbp7"
"14239",9.01860705843944e-06,2.00814553109843,0.031,0.008,0.167051658543474,"16","Plpp1"
"14240",2.71924486440985e-83,2.00568689014154,0.585,0.165,5.03685726234637e-79,"16","Exosc8"
"14241",2.30988470586051e-14,2.00148180081742,0.077,0.017,4.27859944066542e-10,"16","Zcwpw1"
"14242",1.39629635135702e-05,2.00087753063439,0.035,0.009,0.258635973161862,"16","Gm11508"
"14243",2.05453899127209e-88,2.00012990186999,0.707,0.234,3.8056225735333e-84,"16","Rad21"
"14244",1.59881496409686e-15,1.99846297770109,0.108,0.028,2.96148495799661e-11,"16","Exosc2"
"14245",2.67558686175853e-19,1.99725721495569,0.139,0.037,4.95598954403532e-15,"16","Ints2"
"14246",1.38833821146691e-10,1.99674076782618,0.07,0.018,2.57161886910017e-06,"16","Fancf"
"14247",7.58330921922462e-26,1.98747619416311,0.206,0.058,1.40465636667698e-21,"16","Dnah8"
"14248",3.087043201881e-56,1.9860187900132,0.376,0.096,5.71813012284417e-52,"16","Dbf4"
"14249",3.22638703064901e-09,1.97891481977467,0.063,0.017,5.97623669687116e-05,"16","2900041M22Rik"
"14250",5.45963803616888e-09,1.97730812717583,0.059,0.016,0.000101128875343956,"16","Gm49521"
"14251",7.19550718201578e-25,1.97643667137109,0.167,0.042,1.33282379532478e-20,"16","Deaf1"
"14252",2.28591666850179e-90,1.97169065559209,0.791,0.328,4.23420344506586e-86,"16","Hnrnpab"
"14253",1.02374201736945e-57,1.97058211814194,0.411,0.11,1.89627733877343e-53,"16","Paics"
"14254",8.82963540450913e-08,1.96861716691179,0.052,0.014,0.00163551336597723,"16","Rad51c"
"14255",6.53201982679511e-05,1.96861716691179,0.031,0.009,1,"16","Cfap77"
"14256",2.60161317647864e-06,1.96562091445187,0.042,0.012,0.0481896808679138,"16","Prdm9"
"14257",2.61907910121736e-21,1.96113817120499,0.15,0.039,4.85132021918491e-17,"16","Ikzf4"
"14258",3.11635765891007e-10,1.95936315801215,0.07,0.018,5.77242929159912e-06,"16","Pcbp4"
"14259",1.22105001281354e-18,1.9591637254654,0.125,0.032,2.26175093873453e-14,"16","Lrrc40"
"14260",1.34084871031506e-18,1.9578723246172,0.146,0.041,2.48365406611658e-14,"16","Pelp1"
"14261",7.26319277654885e-18,1.95567811120429,0.125,0.033,1.34536119800014e-13,"16","Gm49980"
"14262",2.46010860946049e-27,1.95525583839551,0.199,0.053,4.55685917730367e-23,"16","Fbxl8"
"14263",1.09717164757287e-13,1.9547583183514,0.094,0.024,2.03229104279923e-09,"16","Gtf3c5"
"14264",1.33421302491114e-07,1.95406885834263,0.052,0.014,0.0024713627860429,"16","Sars2"
"14265",4.62316586981305e-19,1.95383911154051,0.139,0.037,8.56349014065471e-15,"16","Lmf2"
"14266",9.5365718816516e-48,1.95374722306299,0.341,0.09,1.76645920963833e-43,"16","Brip1os"
"14267",6.10810308692735e-62,1.95350499967221,0.418,0.108,1.13140393479155e-57,"16","Trim59"
"14268",4.02487376081875e-05,1.95310416754046,0.031,0.009,0.745527366716456,"16","Gm10827"
"14269",8.25012251987198e-05,1.95310416754046,0.031,0.009,1,"16","Tfap4"
"14270",6.27987019243022e-15,1.94812076002621,0.108,0.029,1.16322035574385e-10,"16","Zfp382"
"14271",0.000235715303192977,1.94711609770087,0.028,0.008,1,"16","1700123M08Rik"
"14272",0.000253956237817117,1.94711609770087,0.028,0.008,1,"16","Armcx4"
"14273",1.95406387273028e-12,1.94427334793204,0.087,0.023,3.61951251145831e-08,"16","Bcl7a"
"14274",5.53060325371257e-08,1.94360527890372,0.056,0.015,0.00102443364068518,"16","Agbl5"
"14275",3.88052741716972e-06,1.94187231167926,0.042,0.012,0.0718790093482347,"16","Gm16740"
"14276",1.23294518627235e-10,1.93937629887519,0.087,0.026,2.28378436853227e-06,"16","Megf9"
"14277",7.01459918568586e-52,1.93753389100366,0.317,0.074,1.29931420716459e-47,"16","Tfdp2"
"14278",9.2982014938903e-15,1.93750998850537,0.105,0.028,1.7223058627133e-10,"16","Rad1"
"14279",2.58319054276249e-44,1.93720545113281,0.296,0.074,4.78484384235897e-40,"16","Sass6"
"14280",1.76678561641739e-47,1.93594604608011,0.355,0.097,3.27261699728994e-43,"16","Cisd1"
"14281",9.18007829682165e-19,1.93557690514778,0.139,0.038,1.70042590292027e-14,"16","Tssc4"
"14282",3.97537956897285e-12,1.93557690514778,0.091,0.025,7.3635955756084e-08,"16","Faap24"
"14283",2.61763802358828e-07,1.93436760495888,0.056,0.016,0.00484865091109257,"16","Pigg"
"14284",2.4086138912645e-78,1.93337776269646,0.721,0.277,4.46147551078924e-74,"16","Ranbp1"
"14285",4.84621720426418e-20,1.93199619217263,0.136,0.034,8.97664812745854e-16,"16","Ccdc15"
"14286",5.92510287074833e-64,1.93131166641978,0.408,0.099,1.09750680474871e-59,"16","Mad1l1"
"14287",5.64985144809406e-07,1.93014301909716,0.049,0.014,0.0104652198373046,"16","Tagap1"
"14288",1.15053228947913e-13,1.93014301909715,0.101,0.028,2.1311309598022e-09,"16","Shmt2"
